respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.09178911779843513,0.23666990155740497
26708,0.038768320274631965,0.027712604637802788
26709,0.46930211391533977,0.7365496259542818
26710,0.46882770145409813,0.8689274789779903
26711,0.23636919223182137,0.5147970481511214
26712,0.39996405464389534,0.9116490125853708
26713,0.3572317988228655,0.4978954978058851
26714,0.12528201424789515,0.20608371595041827
26715,0.035893619581316066,0.16355106400574795
26716,0.17476909832505957,0.8693706685362209
26717,0.019167728223392404,0.33012472242153235
26718,0.18405179698788038,0.4047275052561899
26719,0.0856626142742421,0.8869707106378033
26720,0.07527210176514502,0.13908151911633107
26721,0.39673535339608745,0.3690480181594509
26722,0.04745292526181871,0.08723412001990143
26723,0.6554974566966075,0.8278108746050876
26724,0.11063324862186427,0.5908062282201566
26725,0.044140106917412436,0.0802199277885706
26726,0.01251516520464279,0.026587014916734507
26727,0.3645974878275186,0.8368800443257007
26728,0.2021023534076083,0.5451018099535341
26729,0.0817821476466361,0.3281628688003933
26730,0.04008778299273537,0.18668085354226718
26731,0.02143076807842396,0.31315996246736005
26732,0.09610187928958289,0.06499829884503912
26733,0.90511430032785,0.9553690659022978
26734,0.8870512103695483,0.38464069730903583
26735,0.14614486579673935,0.4269270962140414
26736,0.06811604268509233,0.1496840473466716
26737,0.08108883989830264,0.1281646226378808
26738,0.6385954887917863,0.8820195632471922
26739,0.10374501204254012,0.18972120256900823
26740,0.1480997103269071,0.11971119097037912
26741,0.18292017524809367,0.9163050306088704
26742,0.13813346622460396,0.4827098696667652
26743,0.032353931334867095,0.41413308881635974
26744,0.053435181108342736,0.5965765463512869
26745,0.13769671332720676,0.9409544115955136
26746,0.11449509253395208,0.26727045228121765
26747,0.10114669690562106,0.32406340145088175
26748,0.10308451775564316,0.07658986042212457
26749,0.06631198377001815,0.7026044395104827
26750,0.6481894383804803,0.9169947939223121
26751,0.3075131896576942,0.6944945577483769
26752,0.027856756617979317,0.02561019587232286
26753,0.19354765594426226,0.6333364200246745
26754,0.07672991021297912,0.4846031639507919
26755,0.0942957377346513,0.3092548700903814
26756,0.02037610211360662,0.03837985497432885
26757,0.4697823411102448,0.5087467982625316
26758,0.6179335965911098,0.8749856674488863
26759,0.04017383221947576,0.199505756518705
26760,0.009301939461612929,0.018849109999060667
26761,0.14829752807294613,0.5879431972931263
26762,0.14390878705707358,0.8187491049925415
26763,0.8921596074875144,0.9758896722615533
26764,0.9221472647471034,0.9621340495319674
26765,0.031863770427390053,0.6968191826302768
26766,0.13055800550057856,0.14801646115179432
26767,0.7631991406138642,0.7127891320986581
26768,0.01039947424197803,0.349628579905009
26769,0.11438591055182866,0.13936629422021446
26770,0.12022746991971206,0.6606892319784854
26771,0.07763544523785014,0.21248555701408667
26772,0.0833845175079912,0.3877614973537542
26773,0.013487329185446041,0.46265149056068877
26774,0.03359886269551988,0.4762904806434585
26775,0.10786211069181835,0.5126408431130893
26776,0.3400523522332293,0.24769573673098236
26777,0.09759863339444799,0.9077836324746351
26778,0.12586309274267635,0.12105904797884007
26779,0.10684715692812344,0.4831608798968505
26780,0.12530696048126536,0.9454261091049764
26781,0.0443405121661934,0.4314066444388605
26782,0.04591418174622987,0.32398565666337703
26783,0.07848284078697668,0.38589136028460747
26784,0.3170627605016619,0.870247274548225
26785,0.34320566533665764,0.4676869316443849
26786,0.12442234249505481,0.26912491879658557
26787,0.09468973058048116,0.47477949015431464
26788,0.12345207013626112,0.9215209724712017
26789,0.011731622131561498,0.23643745538030517
26790,0.06702453515196166,0.3185292929496157
26791,0.06323777190562226,0.08678725672453029
26792,0.22779778814282142,0.7954274736875044
26793,0.09949386640628184,0.8740432623489512
26794,0.7933820148968102,0.9005122043102223
26795,0.040506768700158964,0.9251660945134984
26796,0.06730373250833752,0.08280566257072244
26797,0.07677300428844473,0.5592274133721078
26798,0.23713102062398636,0.21403573173619045
26799,0.24317077334893014,0.14486685472402705
26800,0.030488410513844245,0.895931986484874
26801,0.26096200283082205,0.340979093761228
26802,0.10460895678770783,0.2105933781011913
26803,0.05382894016055743,0.1171666058590046
26804,0.05599349812251359,0.0953466347381183
26805,0.056518683115481264,0.1334593084102589
26806,0.0682887334750229,0.8884066205975296
26807,0.6139884870234333,0.9491884394779354
26808,0.23390703431748247,0.5463815920040899
26809,0.7229732026418366,0.13812212974166463
26810,0.03541565222710847,0.08548773130960992
26811,0.05864724092883225,0.06713599910792184
26812,0.12660264015056658,0.7123938319640645
26813,0.3406114935639208,0.3172694414765817
26814,0.03537407627491249,0.4299171119122614
26815,0.05625380047181536,0.15145271055712914
26816,0.04197946778702692,0.1990752124321012
26817,0.14487197090577308,0.6997751341372711
26818,0.05530030066453693,0.21828445608465602
26819,0.4037737228861186,0.44821479687520543
26820,0.096195232220768,0.32814150750855264
26821,0.11013949695669988,0.4868812851910433
26822,0.2506223069684203,0.6831078201989114
26823,0.452603790478277,0.5242113387401134
26824,0.0322091018742829,0.6449670347528295
26825,0.37005849602268653,0.7684378566154038
26826,0.08556568176946157,0.6547579857224325
26827,0.05361518508919932,0.09399404692624655
26828,0.1617663519144028,0.5979405554945574
26829,0.5986194899851014,0.9216464208082783
26830,0.07195940956232344,0.7099361138464776
26831,0.18834080512474688,0.758618743265017
26832,0.11162795919618494,0.8075209196394638
26833,0.00684804772366147,0.3176292474901008
26834,0.12572845236140948,0.45424372119947853
26835,0.37326570730928016,0.9093411264115017
26836,0.1485688820010365,0.5204877187157114
26837,0.04064789707040329,0.011356987794817752
26838,0.10133458525616053,0.394450650830854
26839,0.12711800328104686,0.5303227968693349
26840,0.07584040231327628,0.11178678965144141
26841,0.29982147550133287,0.7670134757609242
26842,0.09105567939718796,0.19474750702380314
26843,0.03953811446532135,0.013423014758560088
26844,0.046702747583276506,0.45634689002468665
26845,0.059889854880811846,0.6909975757521911
26846,0.06129678175233883,0.7096260772635077
26847,0.3115188236559046,0.08288679601785162
26848,0.04253671651786138,0.7105172924861469
26849,0.12207811313722128,0.6685050916810377
26850,0.5757064570789868,0.5657524003143278
26851,0.034464755354719996,0.0609844824625889
26852,0.03941826191368657,0.12164650526333257
26853,0.42093614038794647,0.43562785263305903
26854,0.015413048364316957,0.0719648147804376
26855,0.5594948665863905,0.86882761200166
26856,0.10320920238258362,0.025865319910981028
26857,0.41577731312947014,0.17624478476610936
26858,0.10711475531870658,0.6007583347250041
26859,0.07762079004412571,0.13165097192840766
26860,0.12478977041197035,0.09941762339288018
26861,0.05752012760027304,0.06474550368935514
26862,0.10441725873864212,0.25746575863699894
26863,0.19439917867661885,0.3910713687108938
26864,0.4767778622177773,0.4218757972949594
26865,0.015250301617843017,0.03524838019491302
26866,0.27197219256193755,0.6500972897102776
26867,0.10318550986269916,0.1564346529209685
26868,0.7922707473444465,0.9389291739681227
26869,0.09997071307217233,0.31032529051604213
26870,0.627282808948217,0.8224899879127074
26871,0.048877357246704944,0.04275754360682494
26872,0.05117962798276819,0.2962965173930275
26873,0.12096535669576051,0.868462341162407
26874,0.044609037177961414,0.09108724484436002
26875,0.6338926686607621,0.9354672385076461
26876,0.048084152581207754,0.034318456416872
26877,0.06867045287427731,0.13684704249974014
26878,0.1863840919794818,0.2458674593244831
26879,0.012469367529121797,0.014810656081520513
26880,0.05564893517731786,0.0819276478032694
26881,0.026310045943406562,0.10335185920099237
26882,0.038016038541526284,0.09829956296684622
26883,0.06966135800294573,0.2853958748137725
26884,0.07326639496238399,0.18273844648740684
26885,0.21468566150285276,0.8228596266641667
26886,0.07686955299934829,0.7145634398834865
26887,0.6522839048263324,0.8720393121923172
26888,0.8605161671066368,0.9394760476745433
26889,0.046795058944263654,0.10429014080233945
26890,0.11847824979264926,0.4365077815908901
26891,0.35076247242000147,0.5260784896811718
26892,0.13446509915035748,0.8249802641145491
26893,0.06462538142341982,0.22133622371310865
26894,0.15631437715494093,0.2880406453114222
26895,0.07918531344007008,0.8269756944174864
26896,0.05122978649523575,0.0792361491172526
26897,0.04820214404885987,0.32970933427905624
26898,0.21990786819537028,0.6205246452876666
26899,0.06467627742410285,0.0900576672610812
26900,0.10096526714558376,0.3162090169120595
26901,0.008239032518734334,0.2915352779926633
26902,0.16611654617731422,0.9227660145154933
26903,0.19798396608639723,0.03953294761209029
26904,0.056242328313380954,0.30271931138320685
26905,0.3823547234373458,0.7830098926818135
26906,0.0678629949115328,0.31793001417984945
26907,0.01138668272895255,0.5378575086410715
26908,0.10930154013498866,0.6905579143301214
26909,0.0997617785495541,0.32478869688688
26910,0.10624484888211871,0.30233877080642263
26911,0.057341558079815606,0.08702494386727601
26912,0.48404834903048616,0.942429887372219
26913,0.7566905289476077,0.8644352134081845
26914,0.07626288527381755,0.1909780221239068
26915,0.12152136500771933,0.6515173979488512
26916,0.06895729021885542,0.3295855436028068
26917,0.006898155298150935,0.01916471856939732
26918,0.6723279243655368,0.917247043713148
26919,0.3270510858422117,0.5819604548054964
26920,0.03412276231559558,0.1281943700619316
26921,0.11798698095086443,0.8072481413699567
26922,0.04758276794766436,0.7580357027772997
26923,0.0857216722250851,0.43612995107553254
26924,0.645115881084069,0.8785866498848288
26925,0.11517709203889251,0.5859007931089482
26926,0.5473054704335565,0.45695655312101846
26927,0.3026006028811727,0.6334662431027877
26928,0.04582964997735327,0.4208302620444647
26929,0.07565487650842152,0.1245409897199265
26930,0.7013068967853023,0.8726939470834039
26931,0.10741573813691639,0.4408962840069094
26932,0.055097439670715904,0.8618473610120113
26933,0.0798541896934007,0.7767996615783627
26934,0.5081469999290993,0.7299223994418684
26935,0.12968852954544785,0.4775127161341325
26936,0.49039879267846814,0.1730454484906475
26937,0.2802077742313596,0.7012907231339516
26938,0.08310630165301196,0.05431447190481031
26939,0.027229077963096898,0.028836090944075365
26940,0.0990305350096463,0.11510584987225542
26941,0.05230361489284108,0.3771148775933976
26942,0.5716788917799434,0.8328607750979681
26943,0.14061630441248316,0.6347049512468519
26944,0.08649983387384952,0.19052340398051817
26945,0.11742361110896264,0.5409158348198239
26946,0.11323423690012147,0.7366327338120094
26947,0.13741018561125737,0.45082969035640374
26948,0.018967321708102492,0.05876019537497541
26949,0.018772338686988597,0.03763748870860157
26950,0.033596036998637335,0.43396472263239083
26951,0.07467790646207047,0.29969323721219615
26952,0.8245558998707547,0.9421812434505834
26953,0.7580515946558972,0.9656688668287187
26954,0.061951465588520764,0.17164978595329758
26955,0.16832858285901037,0.5696082663723931
26956,0.1228237699825997,0.2661154332942145
26957,0.025179383112222634,0.8876123144585597
26958,0.249996199400887,0.6906928491765834
26959,0.04002351798405858,0.1636189381108964
26960,0.038532453812994666,0.051168686878590997
26961,0.2045598481944734,0.5144619350858431
26962,0.1586685944047763,0.8771805162135887
26963,0.14477394291552262,0.28701303200290057
26964,0.09253519814152894,0.14766699254635296
26965,0.8293997595267522,0.958475187296104
26966,0.012177009334255024,0.02270477152054769
26967,0.13585078667753556,0.35767020984228154
26968,0.04492406737943154,0.7543836980076902
26969,0.03249707597092259,0.18168580100584875
26970,0.7112909574891635,0.41367918190905484
26971,0.07846826040049928,0.3356937913662934
26972,0.007189752585590258,0.02145894629313547
26973,0.05643433885997398,0.1289691522956086
26974,0.10494081475966889,0.32383864573507765
26975,0.06872307221149938,0.6166351024223142
26976,0.8488220437268235,0.5477967934656991
26977,0.04752019990601846,0.2812675140946472
26978,0.024605918540514717,0.7284274171287978
26979,0.32277833750433393,0.6520555171264475
26980,0.04121748655746121,0.09031396974200956
26981,0.04968494689913539,0.2434017095289117
26982,0.6732049586626387,0.8822190385581813
26983,0.16652080022708102,0.5912570928122604
26984,0.07771818778878979,0.12229225332600363
26985,0.022121227330336182,0.10908706920358041
26986,0.2002897788460898,0.5545312568644174
26987,0.07696145790000093,0.18867027499320688
26988,0.03605365544791205,0.1508822789656124
26989,0.31770721264480606,0.7918951077085172
26990,0.0161172368611368,0.07297207810432585
26991,0.31897319939311675,0.5444188769222755
26992,0.2825943059821627,0.39903824699687296
26993,0.1349443824452145,0.7841846481563219
26994,0.1648955960029159,0.3794060558504317
26995,0.12250220103477637,0.4493362237616055
26996,0.29368907679506895,0.3852222882471785
26997,0.024078477866627923,0.06661586026418881
26998,0.0489782681964946,0.04447846150122093
